message_id,thread_id,arrival_min,process_end_min,gold_priority,pred_priority,gold_reply_type,pred_reply_type,pred_action_summary,pred_facts_used,pred_draft_reply,pred_scratchpad_update,needs_memory,gold_required_key,gold_required_value,invalid_output,api_error,input_tokens,output_tokens,scratchpad_chars_after,priority_acc,reply_acc,fact_recall,hallucination,latency_min,on_time,quality_score,episode_id,n_threads
ep-00000-m-0172,ep-00000-th-024,277.164,277.514,P0,P0,ANSWER,REQUEST_INFO,Request the revised plan link/details and the exact approval needed + deadline/timezone so approval can be given today without slipping due date.,"[""Email ep-00000-m-0172 in thread ep-00000-th-024 requests urgent approval today on a revised plan to avoid slipping the due date."", ""No project code for thread ep-00000-th-024 is present in the scratchpad."", ""Email does not include the revised plan link, what specifically needs approval, or the exact deadline time/timezone.""]","Can you please send the link/attachment to the revised plan (and any redline vs the prior version) and confirm exactly what you need from me (approve the plan vs formal sign-off)? Also, what is the hard deadline time + timezone, and where should I record the approval (email reply, ticket, doc comment, etc.)? Once I have that, I can turn this around today.","thread ep-00000-th-024: ep-00000-m-0172 urgent request for approval today on revised plan to avoid slipping due date; missing revised plan link/attachment, what approval entails (approve vs sign-off), exact deadline time/timezone, where to record approval; project code unknown.",1,project_code,D376,0,0,1720,280,5000,1.0,0.0,0.0,0.0,0.35000000000002274,1.0,0.4,ep-00000,50
ep-00000-m-0173,ep-00000-th-024,277.301,277.86400000000003,P0,P0,ANSWER,REQUEST_INFO,Request the revised plan link/attachment and clarify what “approval” means plus deadline time/timezone and where to record approval so you can review and approve today.,"[""Email ep-00000-m-0173 in thread ep-00000-th-024 is an urgent follow-up requesting approval today on a revised plan to avoid slipping the due date."", ""Scratchpad notes for thread ep-00000-th-024 indicate missing: revised plan link/attachment, what approval entails (approve vs sign-off), exact deadline time/timezone, and where to record approval."", ""Project code for thread ep-00000-th-024 is unknown.""]","Hi — I can review and approve today, but I’m missing a couple details.

1) Can you share the revised plan link/attachment (and note what changed vs the prior version)?
2) What exactly do you need from me: approval in writing, a formal sign-off in a tool, or a signature?
3) What’s the hard deadline today (time + timezone)?
4) Where should I record the approval (email reply is OK, or a specific doc/Jira/Asana/etc.)?

Once I have the plan + the above, I’ll turn it around ASAP today.","thread ep-00000-th-024: ep-00000-m-0173 urgent follow-up requesting approval today on revised plan to avoid slipping due date; still missing revised plan link/attachment, what approval entails (approve vs sign-off), exact deadline time/timezone, and where to record approval; project code unknown.",1,project_code,D376,0,0,1708,356,5000,1.0,0.0,0.0,0.0,0.563000000000045,1.0,0.4,ep-00000,50
ep-00000-m-0174,ep-00000-th-008,282.029,282.379,P2,P2,ACK,NONE,"No action needed; file as FYI update for project G364. Optionally acknowledge if you want to be polite, but not required.","[""Email ep-00000-m-0174 in thread ep-00000-th-008 is an FYI update on project G364."", ""Sender states there is a minor change and explicitly says no action is needed right now.""]",,thread ep-00000-th-008: project G364; ep-00000-m-0174 FYI minor change; explicitly no action needed.,0,none,nan,0,0,1695,140,5000,1.0,0.0,1.0,0.0,0.35000000000002274,1.0,0.7,ep-00000,50
ep-00000-m-0175,ep-00000-th-008,283.59,283.94,P2,P2,ACK,NONE,No action needed; file as FYI for project G364 in thread ep-00000-th-008.,"[""Email states: 'FYI update on project G364' and 'no action needed from you right now'"", ""Thread ep-00000-th-008 is project G364 per scratchpad""]",,thread ep-00000-th-008 (project G364): received ep-00000-m-0175 FYI update; minor change; explicitly no action needed.,0,none,nan,0,0,1700,131,5000,1.0,0.0,1.0,0.0,0.35000000000002274,1.0,0.7,ep-00000,50
ep-00000-m-0176,ep-00000-th-016,286.868,287.218,P2,P2,ACK,NONE,No action needed; file as FYI update for project G897 in thread ep-00000-th-016.,"[""Email states: FYI update on project G897 with a minor change; explicitly says no action needed."", ""Thread ep-00000-th-016 is project G897 (from scratchpad).""]",,thread ep-00000-th-016 (project G897): received ep-00000-m-0176 FYI update; minor change; explicitly no action needed.,0,none,nan,0,0,1710,132,5000,1.0,0.0,1.0,0.0,0.35000000000002274,1.0,0.7,ep-00000,50
ep-00000-m-0177,ep-00000-th-007,295.84,296.19,P2,P2,ACK,NONE,"No action needed; file as FYI. Optionally acknowledge if you want to be polite, but not required.","[""Email states: FYI update on project V637"", ""Body says minor change and explicitly no action needed right now""]",,thread ep-00000-th-007: project V637; ep-00000-m-0177 FYI minor change; explicitly no action needed.,0,none,nan,0,0,1723,113,5000,1.0,0.0,1.0,0.0,0.35000000000002274,1.0,0.7,ep-00000,50
ep-00000-m-0178,ep-00000-th-019,299.237,299.58700000000005,P1,P1,ANSWER,REQUEST_INFO,"Ask for specifics on which numbers are needed, definitions/timeframe, source link, format, deadline, and where to deliver/confirm; note I can send once clarified.","[""Email ep-00000-m-0178 in thread ep-00000-th-019: follow-up asking to send requested numbers or point to where they live; action requested this week; confirm once done; no details provided on which numbers or where they live.""]","Hi — happy to help, but I’m missing the specifics. Can you please confirm:
1) Which exact numbers/metrics you need (names + definitions)
2) Timeframe/as-of date and any filters (region/product/etc.)
3) Source of truth (report/dashboard link, query, or system)
4) Preferred format (table in email, spreadsheet, doc)
5) Deadline day/time + timezone this week
6) Where you want me to deliver/record the numbers (reply here, doc link, ticket, etc.)

Once I have that, I’ll send the numbers or point you to the right location and confirm when done.","thread ep-00000-th-019: ep-00000-m-0178 follow-up requesting requested numbers/where they live to finish update; action requested this week + confirm once done; missing: which numbers/definitions, timeframe/as-of, scope/filters, source system/report link, preferred format, exact deadline (day/time/timezone), and where/how to deliver/confirm.",1,project_code,X506,0,0,1745,341,5000,1.0,0.0,0.0,0.0,0.35000000000002274,1.0,0.4,ep-00000,50
ep-00000-m-0179,ep-00000-th-010,299.529,299.93700000000007,P0,P0,ANSWER,REQUEST_INFO,"Urgent request to confirm final board deck numbers today; need specifics (which metrics, source, as-of date, where deck lives, and exact deadline/timezone) to complete confirmation and avoid distributing wrong figures.","[""Email ep-00000-m-0179 in thread ep-00000-th-010 asks to confirm final numbers for board deck (key metrics + narrative) before distribution; requested today; marked urgent; deadline tight."", ""Scratchpad contains no prior context for thread ep-00000-th-010 and no project code for it.""]","Subject: Re: Board deck numbers

I can turn this today. To confirm the *final* numbers accurately, can you please send:

1) The deck link (or the slide numbers) and where you want the confirmation recorded (reply here vs comment in deck/Slack).
2) The exact list of “key metrics” to confirm + definitions (numerator/denominator) and the as-of date/time (and timezone).
3) The source of truth for each metric (dashboard/report link) and any required filters (region/product/customer segment).
4) The exact deadline time/timezone for distribution.

Once I have those, I’ll validate and reply with the final figures + any narrative adjustments needed.","thread ep-00000-th-010: ep-00000-m-0179 urgent request to confirm final board deck numbers (key metrics + narrative) today before distribution; missing: deck link/slide refs, metric list + definitions, as-of date/time + timezone, source-of-truth links + filters, exact distribution deadline (time/timezone), and where to record confirmation; project code unknown.",1,project_code,C588,0,0,1744,376,5000,1.0,0.0,0.0,0.0,0.4080000000000723,1.0,0.4,ep-00000,50
ep-00001-m-0000,ep-00001-th-001,0.407,0.7569999999999999,P2,P2,ACK,NONE,"No action needed; this is an FYI progress update. Optionally acknowledge if you want to be polite, but not required.","[""Email is an FYI update for project R759"", ""Owner: Cameron Garcia"", ""Due date: 2001-04-25"", ""They will follow up later with a fuller update"", ""Thread_id: ep-00001-th-001""]",,ep-00001-th-001: project R759; owner Cameron Garcia; due 2001-04-25,0,none,nan,0,0,508,134,67,1.0,0.0,1.0,0.0,0.3499999999999999,1.0,0.7,ep-00001,105
ep-00001-m-0001,ep-00001-th-002,3.772,4.122,P0,P0,ANSWER,REQUEST_INFO,Respond urgently requesting the final contract document/summary and confirming who must sign; offer immediate review/approval path before 2001-02-22 deadline.,"[""Email subject indicates URGENT contract signature for project Q608"", ""Email body: Project Q608; owner Morgan Kim; due 2001-02-22; needs sign-off on final contract terms to execute before deadline"", ""Scratchpad contains unrelated prior thread: ep-00001-th-001 project R759 (not used for this reply)""]","Subject: Re: [URGENT] Contract signature | Q608

Morgan — I can help get this signed off before 2001-02-22. Please send the final contract (or a link) and a brief summary of any non-standard terms/changes since the last version.

Also confirm:
- Who is the required signatory/approver on our side
- Whether Legal/Finance have already reviewed, and any open redlines
- The latest time on 2001-02-22 we need to execute

Once I have the final version and approver details, I’ll review immediately and route for signature.",ep-00001-th-002: project Q608; owner Morgan Kim; due 2001-02-22; urgent contract signature/sign-off needed,0,none,nan,0,0,550,301,174,1.0,0.0,1.0,0.0,0.3500000000000001,1.0,0.7,ep-00001,105
ep-00001-m-0002,ep-00001-th-003,4.406,4.755999999999999,P2,P2,ACK,ACK,Acknowledge receipt of the schedule change FYI and ask to be looped in when the updated plan/dates are confirmed.,"[""Email states: Project I505"", ""Owner: Alex Clark"", ""Due date: 2001-04-24"", ""Timeline shifted; they will adjust and confirm new plan"", ""Thread id: ep-00001-th-003""]","Hi Alex,

Thanks for the heads-up on the schedule change for I505. Please keep me posted once the updated timeline/plan is confirmed.

Best,",ep-00001-th-003: project I505; owner Alex Clark; due 2001-04-24; timeline shifted; awaiting updated plan confirmation,0,none,nan,0,0,559,175,292,1.0,1.0,1.0,0.0,0.34999999999999964,1.0,1.0,ep-00001,105
ep-00001-m-0003,ep-00001-th-004,7.328,7.678,P0,P1,ANSWER,REQUEST_INFO,Request the revised plan link/attachment and key changes/risks so approval can be given quickly; confirm what form of approval is needed and any deadline/timezone details. Then review and approve ASAP to avoid schedule slip for Project X270.,"[""Email states: Project X270, owner Cameron Chen, due 2001-12-28, approval needed on revised plan to proceed without slipping, action needed by 2001-12-28."", ""Scratchpad contains other threads (R759, Q608, I505) but no prior info for thread ep-00001-th-004 / X270.""]","Hi Cameron — I can review and approve. Can you please send the revised plan (link or attachment) and a quick summary of what changed vs. the prior version, plus any key risks/assumptions? Also confirm what form of approval you need (email OK, or sign-off in a tool) and the timezone for the 2001-12-28 deadline. Once I have that, I’ll turn it around ASAP.",ep-00001-th-004: project X270; owner Cameron Chen; due 2001-12-28; urgent approval needed on revised plan; action by 2001-12-28,0,none,nan,0,0,613,287,420,0.0,0.0,1.0,0.0,0.34999999999999964,1.0,0.3,ep-00001,105
ep-00001-m-0004,ep-00001-th-005,12.041,12.391,P1,P1,ANSWER,REQUEST_INFO,Acknowledge request and ask for key project details needed to perform a meaningful risk assessment; offer a standard risk/mitigation framework and propose a quick review meeting or deadline for inputs.,"[""Email: Project K735"", ""Owner: Taylor Shah"", ""Due date: 2001-06-26"", ""Request: assess main risks and propose mitigations before committing""]","Hi Taylor — I can do a risk assessment for K735 before we commit. To make it accurate, can you share (or point me to) the following?

1) Scope + success criteria (what we’re committing to deliver)
2) Timeline/milestones and any fixed dates
3) Budget/constraints and resourcing plan (team, key roles, availability)
4) Dependencies (vendors, other teams, data, approvals) and current status
5) Key assumptions and any known issues/risks already identified

Once I have that, I’ll send back a short risk register (top risks, likelihood/impact, early warning indicators, and mitigations/owners) plus a go/no-go recommendation. If you prefer, we can do a 20–30 min walkthrough and I’ll draft the assessment right after.",ep-00001-th-005: project K735; owner Taylor Shah; due 2001-06-26; request risk assessment + mitigations before commit,0,none,nan,0,0,645,313,538,1.0,0.0,1.0,1.0,0.34999999999999964,1.0,0.49999999999999994,ep-00001,105
ep-00001-m-0005,ep-00001-th-006,13.254,13.604,P1,P1,ANSWER,REQUEST_INFO,Ask for the specific options under consideration and the decision criteria so a recommendation with tradeoffs can be made for Project A858 (due 2001-03-02).,"[""Thread anchor email: Project A858"", ""Owner: Morgan Kim"", ""Due date: 2001-03-02"", ""Request: choose an option and provide 1-2 key tradeoffs""]","Hi Morgan — happy to recommend a path for A858. Can you share the specific options on the table (Option A/B/etc.) and the key decision criteria/constraints (e.g., cost, timeline, risk, scope, dependencies)? If you can also note any hard deadlines or non-negotiables, I’ll reply with a clear recommendation and 1–2 key tradeoffs.",ep-00001-th-006: project A858; owner Morgan Kim; due 2001-03-02; decision recommendation requested; need options/criteria to advise,0,none,nan,0,0,692,224,670,1.0,0.0,1.0,0.0,0.34999999999999964,1.0,0.7,ep-00001,105
ep-00001-m-0006,ep-00001-th-007,14.94,15.29,P2,P2,ACK,NONE,Log the FYI update for project X298; no response needed unless you want to acknowledge receipt.,"[""Email subject/body indicates FYI update for project X298"", ""Owner: Sam Chen"", ""Due date: 2001-02-06"", ""Sender notes progress and will follow up with fuller update later; no action requested""]",,ep-00001-th-007: project X298; owner Sam Chen; due 2001-02-06; FYI progress update; fuller update later,0,none,nan,0,0,713,133,774,1.0,0.0,1.0,0.0,0.34999999999999964,1.0,0.7,ep-00001,105
ep-00001-m-0007,ep-00001-th-008,15.714,16.064,P2,P2,ACK,NONE,Log FYI progress update for project C174; no response needed unless you want to acknowledge receipt.,"[""Email is an FYI update for project C174"", ""Owner: Avery Patel"", ""Due date: 2001-08-26"", ""They will follow up with a fuller update later""]",,ep-00001-th-008: project C174; owner Avery Patel; due 2001-08-26; FYI progress update; fuller update later,0,none,nan,0,0,745,126,881,1.0,0.0,1.0,0.0,0.34999999999999964,1.0,0.7,ep-00001,105
ep-00001-m-0008,ep-00001-th-009,20.723,21.073,P2,P2,ACK,ACK,Acknowledge FYI schedule change for project W319; ask to share updated plan once confirmed and flag any decisions needed from us.,"[""Email: Project W319"", ""Owner: Casey Chen"", ""Due date: 2001-05-04"", ""FYI timeline shifted; will adjust and confirm new plan; visibility only""]","Thanks for the heads-up on W319. Please share the updated timeline/plan once it’s confirmed, and let me know if there are any decisions or inputs you need from me to keep things moving toward the 2001-05-04 due date.",ep-00001-th-009: project W319; owner Casey Chen; due 2001-05-04; FYI schedule change/timeline shifted; updated plan pending confirmation,0,none,nan,0,0,783,189,1018,1.0,1.0,1.0,0.0,0.3500000000000014,1.0,1.0,ep-00001,105
ep-00001-m-0009,ep-00001-th-010,22.804,23.154,P1,P1,ANSWER,REQUEST_INFO,Respond to Jordan Chen requesting clarification on which numbers are needed and where to send them; offer to share link/location if known and commit to providing within the week.,"[""Email thread ep-00001-th-010 is for project B282."", ""Owner is Jordan Chen."", ""Due date is 2001-10-09."", ""Request: send the requested numbers or point to where they live to finish the update; handle this week.""]","Hi Jordan — can you confirm which specific numbers you need for the update (metrics/fields + date range) and the preferred format/destination (email, doc, spreadsheet link)? If there’s an existing source of truth you expect (e.g., a particular report/dashboard), point me to it and I’ll either send the figures or share the link/location this week.",ep-00001-th-010: project B282; owner Jordan Chen; due 2001-10-09; request to send requested numbers / point to location; handle this week,0,none,nan,0,0,835,233,1156,1.0,0.0,1.0,0.0,0.3500000000000014,1.0,0.7,ep-00001,105
ep-00001-m-0010,ep-00001-th-011,25.897,26.247,P1,P1,ANSWER,REQUEST_INFO,Reply asking for the specific options and decision criteria/context needed to make a recommendation; offer a provisional framework and commit to recommending once details are provided.,"[""Email thread ep-00001-th-011 is for project W594."", ""Owner is Avery Khan."", ""Due date is 2001-05-04."", ""Request: choose an option and provide 1\u20132 key tradeoffs.""]","Hi Avery — happy to recommend a path, but I’ll need the specific options on the table (A/B/C) and a bit of context to make the call.

Could you share:
1) The options (brief description of each)
2) The primary decision criteria (e.g., cost, timeline, risk, quality, strategic fit) and any must-haves/constraints
3) Any key assumptions or known risks/dependencies

Once I have that, I’ll reply with a clear recommendation and 1–2 key tradeoffs (e.g., speed vs. risk, cost vs. flexibility).",ep-00001-th-011: project W594; owner Avery Khan; due 2001-05-04; decision recommendation requested; need options + criteria/context to advise,0,none,nan,0,0,873,276,1298,1.0,0.0,1.0,0.0,0.3500000000000014,1.0,0.7,ep-00001,105
ep-00001-m-0011,ep-00001-th-012,29.577,29.927000000000003,P2,P2,ACK,NONE,No action needed; file as FYI. Update scratchpad with new thread/project details (J336).,"[""Email states: Project J336, owner Cameron Miller, due 2001-10-05."", ""Email indicates minor change and explicitly says no action needed right now.""]",,ep-00001-th-012: project J336; owner Cameron Miller; due 2001-10-05; FYI minor change; no action needed,0,none,nan,0,0,897,124,1402,1.0,0.0,1.0,0.0,0.3500000000000014,1.0,0.7,ep-00001,105
ep-00001-m-0012,ep-00001-th-013,38.521,38.871,P1,P1,ANSWER,REQUEST_INFO,"Acknowledge request for action on project G701 due 2001-02-22; ask what specific action is needed and any required links/files so you can complete and confirm, or identify blockers.","[""Email thread ep-00001-th-013 is for project G701."", ""Owner: Morgan Khan."", ""Due date: 2001-02-22."", ""Request: take the requested action, confirm once done, or report what is blocked; handle this week.""]","Hi Morgan — I can take this on for project G701. Can you confirm what the specific “requested action” is (and share any relevant link/doc/file or the exact deliverable/approval needed)? Once I have that, I’ll complete it and reply with confirmation, or let you know immediately if anything is blocked.",ep-00001-th-013: project G701; owner Morgan Khan; due 2001-02-22; action requested this week; need clarification on specific action + blockers,0,none,nan,0,0,942,232,1545,1.0,0.0,1.0,0.0,0.3500000000000014,1.0,0.7,ep-00001,105
ep-00001-m-0013,ep-00001-th-014,39.412,39.762,P2,P2,ACK,NONE,No action needed; file as FYI minor change for project L752.,"[""Email states: Project L752; owner Jamie Brown; due 2001-06-03; minor change; no action needed.""]",,ep-00001-th-014: project L752; owner Jamie Brown; due 2001-06-03; FYI minor change; no action needed,0,none,nan,0,0,971,111,1646,1.0,0.0,1.0,0.0,0.3500000000000014,1.0,0.7,ep-00001,105
ep-00001-m-0014,ep-00001-th-015,39.808,40.158,P1,P1,ANSWER,REQUEST_INFO,Review latest draft for project M559 and provide edits/approval; request the draft link/file and any specific areas to focus on plus deadline within the week.,"[""Email: Project M559"", ""Owner: Casey Chen"", ""Due date: 2001-10-13"", ""Request: review latest draft and reply with edits or approval to proceed"", ""Timing: handle this week""]","Hi Casey — happy to review. Can you please share the latest draft (link or attachment) and let me know if there are any specific sections you want me to focus on? Also, what’s your target day/time this week for my sign-off so I can prioritize accordingly.",ep-00001-th-015: project M559; owner Casey Chen; due 2001-10-13; request review latest draft + reply with edits/approval; handle this week,0,none,nan,0,0,1011,205,1785,1.0,0.0,1.0,0.0,0.3500000000000014,1.0,0.7,ep-00001,105
ep-00001-m-0015,ep-00001-th-016,41.29,41.64,P1,P1,ANSWER,REQUEST_INFO,Ask what specific action is requested for project E197 and any relevant links/docs; commit to handling this week and provide a status update once clarified.,"[""Email: Project E197"", ""Email: Owner Taylor Patel"", ""Email: Due 2001-09-08"", ""Email: Requested action needed; handle this week; confirm once done or report blockers"", ""Scratchpad: no existing entry for thread ep-00001-th-016 / project E197""]","Hi Taylor — I can take this on this week. Can you confirm what the specific requested action is for E197 (and share any relevant link/doc or the exact deliverable you need)? Once I have that, I’ll complete it and reply with confirmation, or flag any blockers immediately.",ep-00001-th-016: project E197; owner Taylor Patel; due 2001-09-08; action requested this week; need clarification on specific action + any links/docs; confirm completion or report blockers,0,none,nan,0,0,1059,229,1974,1.0,0.0,1.0,0.0,0.3500000000000014,1.0,0.7,ep-00001,105
ep-00001-m-0016,ep-00001-th-017,43.715,44.065000000000005,P1,P1,ANSWER,REQUEST_INFO,Ask what specific numbers are needed and preferred format/destination; request link/location if already available; note due date and aim to send this week.,"[""Email ep-00001-m-0016 in thread ep-00001-th-017"", ""Project code M658"", ""Owner Sam Brown"", ""Due 2001-02-17"", ""Request: send requested numbers or point to where they live; needed to finish an update; handle this week""]","Subject: Re: Send requested data | M658

Hi Sam,

Happy to help—can you confirm which specific numbers you need for the update (metrics + date range), and the preferred format (sheet/table) and where you’d like them sent/posted? If there’s an existing doc/dashboard you’re pulling from, please share the link and I can either point you to the right place or extract the figures.

Once I have that, I’ll get them to you this week.
",ep-00001-th-017: project M658; owner Sam Brown; due 2001-02-17; request to send requested numbers / point to location; handle this week; need clarification on which numbers + date range + format/link,0,none,nan,0,0,1105,280,2174,1.0,0.0,1.0,0.0,0.3500000000000014,1.0,0.7,ep-00001,105
ep-00001-m-0017,ep-00001-th-018,45.98,46.33,P0,P1,ANSWER,REQUEST_INFO,Request the revised plan link/attachment and clarify what specifically needs approval (scope/timeline/budget) so approval can be given promptly before 2001-08-03; record project code O948 in scratchpad.,"[""Email: Project O948"", ""Owner: Morgan Patel"", ""Due/action by: 2001-08-03"", ""Request: approval needed on revised plan to avoid slipping due date"", ""Scratchpad policy: only current email + provided scratchpad used""]","Subject: Re: [URGENT] Approval needed | O948

Hi Morgan — I can review and approve, but I don’t see the revised plan attached/linked here.

Can you please send the plan (or a link) and confirm what you need approval on (timeline only vs. scope/budget/resources as well)? If there are specific changes vs. the prior version, a short summary of the deltas would help me turn this around quickly ahead of 2001-08-03.

Thanks,",ep-00001-th-018: project O948; owner Morgan Patel; due 2001-08-03; urgent approval needed on revised plan; action by 2001-08-03,0,none,nan,0,0,1167,280,2302,0.0,0.0,1.0,0.0,0.3500000000000014,1.0,0.3,ep-00001,105
ep-00001-m-0018,ep-00001-th-019,46.084,46.68,P2,P2,ACK,NONE,"File as reference-only notes for project I926; no reply needed. Update scratchpad with project code, owner, due date, and that it’s FYI/reference.","[""Email states: Project I926; owner Casey Patel; due 2001-01-03; notes/context for reference; no response needed unless questions.""]",,ep-00001-th-019: project I926; owner Casey Patel; due 2001-01-03; FYI/reference notes; no response needed unless questions,0,none,nan,0,0,1186,136,2425,1.0,0.0,1.0,0.0,0.5959999999999965,1.0,0.7,ep-00001,105
ep-00001-m-0019,ep-00001-th-020,46.204,47.03,P1,P1,ANSWER,REQUEST_INFO,"Reply to Sam Khan with an initial MVP scope-tradeoff framework and request the key constraints (must-haves, success metrics, dependencies, timeline/budget) needed to make a concrete cut list for project M864.","[""Email subject indicates project code M864"", ""Owner: Sam Khan"", ""Due date: 2001-04-28"", ""Request: recommend what to remove first; propose minimal viable plan; reply with recommendation""]","Subject: Re: Scope tradeoff | M864

Sam — I can recommend an MVP cut list, but I need a bit of context to make sure we don’t remove something that’s a hard requirement.

Can you confirm:
1) The top 3 “must-have” outcomes / acceptance criteria for M864 (what defines success at launch)?
2) Any non-negotiables (compliance, contractual commitments, exec promises)?
3) Key dependencies/integrations that are required vs nice-to-have.
4) The constraint we’re optimizing for (date 2001-04-28, budget, headcount) and what’s currently at risk.

In the meantime, my default MVP approach is:
- Keep: core user flow end-to-end, data integrity, basic reporting/telemetry, and operational runbook.
- Cut/defer first: advanced/edge-case workflows, secondary roles/permissions, UI polish, optional integrations, automation, and “phase 2” analytics.

If you share the current scope list (or the latest plan/doc), I’ll reply with a concrete “keep / cut / defer” recommendation and a minimal viable plan aligned to the 2001-04-28 date.",ep-00001-th-020: project M864; owner Sam Khan; due 2001-04-28; request MVP scope tradeoff recommendation; need constraints/must-haves + current scope list to propose concrete cut/defer list,0,none,nan,0,0,1245,430,2615,1.0,0.0,1.0,0.0,0.8260000000000005,1.0,0.7,ep-00001,105
ep-00001-m-0020,ep-00001-th-021,48.9,49.25,P1,P1,ANSWER,REQUEST_INFO,Request the missing option details and decision criteria needed to make a recommendation for project S897; offer a quick framework and promise a recommendation once inputs are provided.,"[""Email thread ep-00001-th-021 is for project S897"", ""Owner: Sam Miller"", ""Due date: 2001-03-15"", ""They asked: choose an option and why, with 1\u20132 key tradeoffs"", ""No option descriptions or evaluation criteria were provided in the email body""]","Subject: Re: Decision recommendation | S897

Sam — I can recommend a path, but I’ll need a bit more detail on the options.

Could you please send:
1) The list of options (A/B/C) with a 1–2 sentence description of each
2) The decision criteria / constraints (e.g., timeline, budget, risk tolerance, must-have requirements)
3) Any key context (current state, dependencies, and what “success” looks like by 2001-03-15)

Once I have that, I’ll reply with a clear recommendation and 1–2 key tradeoffs (e.g., speed vs. risk, cost vs. flexibility).

Thanks,",ep-00001-th-021: project S897; owner Sam Miller; due 2001-03-15; decision recommendation requested; need option details + criteria/constraints to advise,0,none,nan,0,0,1291,320,2768,1.0,0.0,1.0,0.0,0.3500000000000014,1.0,0.7,ep-00001,105
ep-00001-m-0021,ep-00001-th-022,51.08,51.43,P1,P1,ANSWER,REQUEST_INFO,"Request clarification on which numbers/data are needed, date range, format, and where to deliver; offer to send link/location once specified. Record new thread/project details in scratchpad.","[""Email thread ep-00001-th-022 is for project C360"", ""Owner is Avery Lee"", ""Due date is 2001-12-09"", ""Request: send requested numbers or point to where they live; handle this week""]","Hi Avery — happy to help. Can you confirm which specific numbers you need (metrics list), the date range, and the preferred format (table/CSV/link)? Also let me know where you want them delivered (reply email vs. shared doc/location). Once I have that, I’ll send the data or point you to the source this week.",ep-00001-th-022: project C360; owner Avery Lee; due 2001-12-09; request to send requested numbers / point to location; handle this week; need clarification on which numbers + date range + format + delivery location,0,none,nan,0,0,1331,242,2983,1.0,0.0,1.0,0.0,0.3500000000000014,1.0,0.7,ep-00001,105
ep-00001-m-0022,ep-00001-th-023,53.56,53.910000000000004,P1,P1,REQUEST_INFO,REQUEST_INFO,"Ask Casey Clark for specific blocking items, impact, requested action from you, and links/owners so you can unblock quickly; record new project code P719 in scratchpad.","[""Email thread ep-00001-th-023 is for project P719."", ""Owner is Casey Clark."", ""Due date is 2001-09-19."", ""They asked what is blocked and what they need from you to unblock it.""]","Hi Casey — thanks. Can you share:
1) What specifically is blocked (task/decision), and since when?
2) Impact if it stays blocked (timeline/milestone at risk).
3) What you need from me to unblock it (decision/approval/intro/resources), with any deadline.
4) Links to the relevant doc/ticket and who’s currently owning the next step.
Once I have that, I’ll turn it around quickly.",ep-00001-th-023: project P719; owner Casey Clark; due 2001-09-19; asked what is blocked + what needed from me to unblock; awaiting details/links,0,none,nan,0,0,1373,255,3128,1.0,1.0,1.0,0.0,0.3500000000000014,1.0,1.0,ep-00001,105
ep-00001-m-0023,ep-00001-th-024,53.943,54.293,P2,P2,ACK,NONE,"No action needed; file as FYI. Optionally send a brief acknowledgment if you want to be polite, but not required.","[""Email states: Project M716; owner Sam Patel; due 2001-08-17; minor change; no action needed right now.""]",,ep-00001-th-024: project M716; owner Sam Patel; due 2001-08-17; FYI minor change; no action needed,0,none,nan,0,0,1414,124,3227,1.0,0.0,1.0,0.0,0.3500000000000014,1.0,0.7,ep-00001,105
ep-00001-m-0024,ep-00001-th-025,54.636,54.986000000000004,P1,P2,REQUEST_INFO,ANSWER,Confirm ownership of next action and provide a proposed timeline; record new project code T957 in scratchpad.,"[""Email states: Project T957; owner Avery Brown; due 2001-12-20; asking who owns next action and expected timeline.""]","Hi Avery — thanks for flagging. Based on the thread anchor, you’re listed as the project owner for T957, so the next action sits with you to propose/confirm the plan and owners for any dependent tasks. 

Suggested timeline: please share a short next-steps plan (owners + dates) by end of this week; then we can do a quick check-in early next week to confirm we’re on track for the 2001-12-20 due date. If there’s a specific decision or dependency you need from me to proceed, point me to it and I’ll prioritize a turnaround.",ep-00001-th-025: project T957; owner Avery Brown; due 2001-12-20; asked who owns next action + expected timeline,0,none,nan,0,0,1451,244,3340,0.0,0.0,1.0,0.0,0.3500000000000014,1.0,0.3,ep-00001,105
ep-00001-m-0025,ep-00001-th-026,57.276,57.626000000000005,P1,P1,ANSWER,REQUEST_INFO,Request the latest draft link/attachment and clarify the approval deadline and any specific areas to focus on; then commit to a review turnaround this week.,"[""Email: Project Q183"", ""Owner: Jamie Kim"", ""Due date: 2001-11-23"", ""Request: review latest draft and reply with edits or approval; handle this week"", ""Thread: ep-00001-th-026""]","Hi Jamie,

Happy to review Q183. Could you please share the latest draft (link or attach) and let me know if there’s a specific deadline this week for approval? Also, are there any sections you’d like me to focus on (e.g., scope, timeline, risks, legal/terms)?

Once I have the draft, I’ll review and send back edits/approval.

Regards,",ep-00001-th-026: project Q183; owner Jamie Kim; due 2001-11-23; request review latest draft + reply with edits/approval; handle this week; need draft link/attachment + confirm deadline + focus areas,0,none,nan,0,0,1489,254,3539,1.0,0.0,1.0,0.0,0.3500000000000014,1.0,0.7,ep-00001,105
